KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C01257,0,507171,13,45000,1672,554,2.36,3.01,2.41,96.53,85.04,11.49,4.47,1.7,6.24,6.36,5.64,-1.61,1.7,12.32,31.65,25.89,23.21,1.79,0.02,0.02,0.74,0,0.74,58.63
C01258,0,99396,9,15000,168,1,0.26,2.34,0.26,101.28,57.13,44.15,4.47,2.84,0.35,0.35,0.2,-2.81,2.84,0.13,16.31,7.17,5.57,3.02,4.55,1.06,2.31,1.67,0.64,23.83
C01269,0,542628,39,45000,223,49,11.67,12.59,11.64,100.29,38.54,61.75,4.45,0.3,3.85,3.84,3.23,-0.3,0.3,1.11,3.96,0.84,0.27,1.18,0.15,0,0.69,0,0.69,52.24
C01288,0,63567,3,21000,278,-3,7.51,8.23,7.5,76.1,48.7,24.47,4.39,4.92,26.3,26.24,25.7,-2.53,2.53,-0.14,42.01,25.58,24.97,5.06,8.83,0,0,0,0,58.9
C01322,0,167132,12,10000,197,152,-6.27,-6.27,-6.26,110.24,46.38,63.86,4.31,0,-5.94,-5.93,-6,2.36,0,15.25,11.37,4.86,1.29,2.72,2.57,2.57,1.19,0.08,1.1,22.66
C01334,0,597320,41,5600,792,623,5.32,5.43,5.34,98.51,62.03,36.48,4.27,0.12,5.65,5.67,3.43,-0.12,0.12,111.4,12.74,10.91,8.39,0.38,0.6,0.01,0.23,0,0.23,24.12
C01337,0,1001484,67,90000,1878,523,3.09,3.67,3.28,98.4,83.84,14.56,4.26,1.23,4.63,4.92,4.02,-0.87,0.87,5.82,18.01,12.29,10.9,1.77,2.08,1.05,4.15,0.33,3.82,16.39
C01350,0,437975,12,5000,195,33,11.9,12.18,11.75,99.86,84.75,15.1,4.22,0.1,4.26,4.21,2.72,-0.1,0.1,6.8,4.3,1.74,1.43,0.4,0.01,0.01,0.66,0,0.66,65.67
C01356,0,438122,15,20000,924,191,2.36,2.86,2.4,99.38,94.88,4.5,4.21,0.85,3.98,4.05,3.97,-0.19,0.85,9.57,20.25,11.19,0.55,1.3,2.27,2.25,0.55,0,0.55,161.46
C01376,0,365135,4,30000,273,-9,0.38,3.87,0.32,100.87,79.92,20.94,4.17,3.07,0.23,0.19,0.15,-2.09,2.09,-0.33,7.19,1.97,0.37,1.31,1.34,0.59,1.64,0.08,1.57,2.21
C01394,0,19644,1,3000,45,-14,-2.06,1.29,-2.06,100.14,53.54,46.6,4.13,7.79,-3.8,-3.8,-4.08,-6.17,6.17,-4.75,22.11,15.86,15.75,0.34,0.43,0,0.26,0,0.26,19.8
C01401,0,377031,20,10000,313,224,0.26,0.34,0.73,103.88,54.3,49.58,4.11,0.07,0.17,0.49,0.34,-0.05,0.06,22.49,7.98,3.63,1.28,1.63,0.15,0.15,1.13,0,1.13,55.16
C01432,0,3722190,180,364737,6048,775,4.73,7.49,0.66,94.21,22.75,71.46,4.04,3.68,6.15,0.86,0.35,-3.57,3.59,2.13,15.6,10.77,9.89,1.18,0.13,0.08,0.19,0,0.19,91.54
C01438,0,234651,10,3000,147,4,2.87,4.06,3.07,99.29,52.54,46.74,4.02,3.29,1.45,1.55,1.55,-0.6,0.6,1.39,6.03,3.28,2.93,1.21,0.83,0.53,1.47,0.12,1.35,20.75
C01480,0,293866,3,30000,234,-103,-6.93,-2.95,-40.1,105.82,87.28,18.54,3.93,2.55,-4.43,-25.65,-25.65,-2.54,2.55,-3.45,7.68,4.3,4.11,1.9,0.31,0.14,1.24,0.11,1.13,10.95
C01488,0,1346697,51,100000,1441,480,0.67,0.91,0.67,100.78,73.05,27.74,3.91,2.56,0.58,0.58,-0.01,-0.03,0.2,4.8,10.28,2.76,1.68,3.59,2.47,0.7,2.26,0.13,2.12,44.19
C01498,0,1270132,90,30000,1992,740,4.85,5.42,1.96,97.08,86.96,10.12,3.89,0.72,6.09,2.45,1.48,-0.7,0.71,24.67,15.06,7,6.83,1.47,4.89,1.01,0.36,0,0.36,28.56
C01504,0,177386,24,50000,285,139,4.08,4.62,0.52,97.9,20.01,77.89,3.88,0.72,5.26,0.66,0.02,-0.67,0.7,2.78,15.46,9.11,8.65,1.34,0.79,0.38,1.08,0,1.08,106.55
C01508,0,195457,5,48000,300,51,6.84,7.38,9.36,94.62,62.35,32.27,3.88,0.85,8.41,11.51,11.43,-0.66,0.67,1.08,14.76,6.91,6.41,1.77,2.22,0.15,1.25,0.71,0.54,95.27
C01525,0,5027799,79,200000,3844,1221,10.32,10.68,10.18,96.74,89.63,7.1,3.85,0.8,6.31,6.23,3.96,0.06,0.22,5.98,7.34,3.89,1.24,1.38,1.57,0.87,0.98,0,0.98,0.36
C01545,0,288526,41,10000,539,330,2.86,3.68,2.86,98.29,56.63,41.66,3.8,1.23,4.28,4.28,4.25,-1.22,1.23,33.06,17.96,12.49,9.12,0.84,0.66,0.23,0.14,0,0.14,116.15
C01548,0,72676,0,3000,56,-45,1.95,6.78,1.95,99.58,41.3,58.28,3.79,3,1.21,1.21,1.19,-3,3,-15.11,7.45,5.24,5.2,1.19,0.91,0,1.74,0,1.74,3.52
C01555,0,192027,2,50000,278,-81,-5.53,-2.64,-5.82,106.83,62.79,44.04,3.77,3.35,-6.41,-6.75,-6.84,-3.35,3.35,-1.64,13.92,9.96,6.46,1.08,1.95,1.42,0.88,0,0.88,5.91
C01575,0,1744455,40,20000,3797,749,0.53,1.7,0.28,100.54,83.54,17,3.74,2.28,0.92,0.49,0.08,-1.65,2.04,37.45,20.9,13.2,2.19,1.69,2.38,1.81,0.84,0.31,0.53,104.51
C01581,0,224487,8,20000,238,-33,-8.45,-6.94,-9.96,109.24,58.16,51.09,3.73,1.65,-7.17,-8.45,-8.52,-1.16,1.28,-1.69,10.18,6.73,4.6,0.8,0.33,0.33,0.46,0,0.46,65.2
C01585,0,357250,15,5000,199,-50,13.79,15.89,-35.95,96.07,83.42,12.66,3.72,1.5,6.15,-16.03,-16.05,-0.93,0.93,-10.06,5.35,2.34,1.95,0.81,0.89,0,0.57,0,0.57,39.15
C01591,0,122369,8,10000,393,232,-1.61,-1.61,-1.83,107.85,38.02,69.83,3.71,0,-4.14,-4.71,-4.77,0.22,0,23.24,30.84,20.84,16.34,1.78,0.27,0.14,0.67,0,0.67,234.21
C01606,0,715220,22,40000,1330,836,-4.26,-3.75,-4.19,108.01,70.73,37.28,3.68,2.01,-6.34,-6.23,-6.25,-0.63,0.75,20.92,17.87,8.42,7.82,1.78,4.57,0.65,2.25,0,2.25,93.68
C01628,0,225071,1,9700,172,21,-3.2,-2.25,0.44,105.02,102.71,2.31,3.64,0.58,-1.96,0.27,0.23,-0.58,0.58,2.2,7.35,3.33,3.31,1.09,2.65,0,0.92,0,0.92,0.12
C01649,0,183073,8,10000,165,89,-5.56,-5.56,-5.43,107.64,62.41,45.23,3.61,0,-4.03,-3.94,-3.97,0.13,0,8.92,8.7,4.48,1.17,0.78,1.43,0.86,1.35,0.15,1.2,56.72
C01652,0,407543,31,10000,190,22,0.58,1.48,0.29,103.05,90.98,12.06,3.6,0.33,0.22,0.11,0.09,-0.27,0.33,2.28,4.48,2.07,1.2,1.22,0.74,0.26,0.44,0,0.44,13.22
C01663,0,154913,10,10000,75,29,3.93,4.19,4.06,101.9,38.81,63.1,3.58,0.15,1.53,1.58,1.47,-0.1,0.1,2.95,4.66,1.93,0.23,0.76,0.12,0,0.48,0,0.48,52.65
C01694,0,466328,32,10000,2320,1682,-0.91,-0.54,6.74,105.07,83.25,21.82,3.51,2.07,-3.63,26.81,25.7,-0.07,1.49,168.2,47.77,28.86,21.24,1.91,2.47,0,0.15,0,0.15,432.64
C01701,0,481506,26,10000,828,-195,-9.1,-5.96,-9.31,111.63,86.7,24.93,3.5,4.4,-12.53,-12.82,-12.88,-4.33,4.33,-19.57,16.53,10.79,8.63,1.59,3.14,3.14,0.9,0.37,0.54,22.49
C01708,0,4112200,132,30000,5469,4353,0.87,0.89,0.89,102.53,49.61,52.92,3.48,0.02,0.93,0.95,0.66,0.13,0.02,145.12,12.77,8.73,6.36,1.26,0.58,0.46,0.57,0,0.57,54.31
C01733,0,364172,17,30000,567,72,2.96,3.01,0.57,99.69,72.82,26.88,3.45,0.07,3.69,0.71,0.22,-0.06,0.07,2.42,14.97,5.43,2.33,0.57,1.48,0.79,0.36,0,0.36,224.21
C01776,0,343132,34,80000,1169,476,-5.62,-5.57,-5.62,118.39,67.29,51.1,3.38,0.32,-15.33,-15.33,-15.33,1.57,0.15,2.54,32.73,20.54,8.74,1.23,7.39,6.8,0.7,0.29,0.41,75.48
C01779,0,989392,30,9000,672,-8,10.64,12.5,10.63,96.57,90.62,5.95,3.38,1.02,5.79,5.78,5.72,-1.01,1.01,-0.92,6.53,2.89,2.81,1.03,0.8,0.21,0.37,0,0.37,54.21
C01780,0,219749,14,12000,1187,1141,-0.98,-0.94,-5.18,106.76,65.04,41.73,3.38,0.83,-4.22,-22.41,-22.54,1.24,0.16,95.09,51.87,34.98,14,3.43,2.82,0.6,0.6,0,0.6,305.24
C01798,0,596912,30,48000,501,196,-4.61,-4.07,-4.61,105.67,46.46,59.21,3.34,0.77,-3.1,-3.1,-3.12,-0.37,0.37,4.1,8.07,1.14,0.87,4.1,1.03,0.57,0.83,0,0.83,16.31
C01808,0,81811,3,5000,119,47,2.68,3.93,2.68,91.26,72.95,18.31,3.32,8.92,3.14,3.14,3.07,-1.42,1.45,9.57,14.04,10.03,5.34,1.97,1.04,0,0,0,0,28.58
C01809,0,308335,27,15000,305,37,7.91,10.14,-9.76,95.17,54.5,40.67,3.32,1.87,6.27,-7.74,-7.88,-1.73,1.77,2.5,9.51,3.07,2.62,0.58,3.66,1.66,0.54,0,0.54,65.92
C01815,0,243240,15,10000,497,-43,-5.2,-2.04,-5.21,106.23,17.1,89.13,3.31,5.6,-8.52,-8.53,-8.55,-5.18,5.18,-4.35,19.65,12.7,11.6,2.6,1,1,0.22,0,0.22,50.12
C01817,0,25968,4,10000,47,-10,-34.01,-31.29,-33.55,149.02,79.54,69.48,3.31,3.98,-49.7,-49.02,-49.52,-3.97,3.98,-1.04,17.53,5.28,4.79,8.76,0.78,0,0.45,0,0.45,51.6
C01818,0,332155,5,20700,284,12,0.41,2.37,0.41,101.69,74.16,27.53,3.31,1.34,0.28,0.28,0.23,-1.34,1.34,0.62,8.22,4.68,2.82,1.36,0.93,0.93,1.64,0,1.64,37
C01824,0,8795156,240,49500,9447,1705,4.48,,4.04,96.51,5.38,96.51,3.31,2.95,3.85,3.47,2.1,,0,34.46,10.31,4.92,4.65,2.18,1.89,1.89,1.75,0.51,1.23,30.08
C01833,0,179948,12,10000,129,86,-7.6,-7.2,-7.6,107.44,72.69,34.75,3.29,0.23,-4.38,-4.38,-4.38,-0.23,0.23,8.63,6.92,0.25,0.08,0.84,1.69,1.69,0.75,0.24,0.51,107.6
C01872,0,377083,7,30000,241,145,2.65,3.03,2.69,101.52,91.51,10.01,3.24,0.36,1.36,1.38,1.05,-0.13,0.19,4.84,6.15,2.73,2.2,2.31,0.3,0.13,1.02,0,1.02,24.6
C01882,0,1724698,26,42000,1541,708,4.72,5.32,4.63,98.88,67.8,31.08,3.23,0.98,3.37,3.31,1.96,0.65,0.43,16.87,8.58,3.63,3.27,1.24,0.41,0.05,0.35,0,0.35,24.9
C01889,0,6978615,282,217352,8340,3346,6.56,7.06,6.07,95.86,39.15,56.72,3.23,1.09,6.28,5.81,2.98,-0.12,0.48,15.39,11.47,6.96,5.29,1.64,1.29,0.79,0.44,0,0.44,26.54
C01897,0,1496837,117,3000,2032,545,-1.37,-0.47,-0.33,103.41,53.83,49.58,3.22,1.29,-1.49,-0.36,-0.36,-0.83,0.97,181.99,13.04,10.29,7.8,1.59,0.16,0.02,0.24,0,0.24,16.21
C01903,0,993906,57,36000,1505,655,3.9,4.51,3.57,97.02,70.99,26.02,3.21,1.47,4.72,4.33,3.12,-0.41,0.75,18.2,14.54,8.39,3.18,2.01,1.41,0.11,0.93,0,0.93,67.57
C01912,0,249288,8,12000,721,601,0.53,,0.57,101.86,61,40.85,3.2,0.11,1.23,1.33,1.27,,0,50.14,27.8,11.74,10.1,1.22,3.72,3.72,0.1,0,0.1,338
C01915,0,110600,13,10000,281,44,0.49,2.29,0.44,98.02,71.02,27,3.2,4.18,1,0.9,0.84,-3.63,3.66,4.47,24.43,6.65,5.27,0.56,8.74,6.87,0.22,0,0.22,252.75
C01920,0,626549,25,10000,1001,140,0.32,1.28,0.32,99.78,56.24,43.55,3.18,2.99,0.41,0.41,0.29,-1.23,1.23,14.07,15.35,6.9,6.57,1.6,1.77,1.77,0.52,0,0.52,122.45
C01929,0,309619,27,20000,401,96,-0.92,1.42,-0.92,101.7,92.61,9.09,3.17,2.42,-0.95,-0.95,-1.01,-2.42,2.42,4.8,12.46,5.4,5.32,4.34,1.83,0.16,0.66,0.12,0.54,21.4
C01944,0,233464,10,18000,345,-100,1.19,3.48,0.97,99.01,51.44,47.57,3.14,2.72,1.4,1.15,1.08,-2.6,2.72,-5.58,14.2,7.9,5.87,0.45,0.77,0.33,0,0,0,134.71
C01968,0,934893,6,40000,831,701,-6.7,-6.45,-4.9,107.7,98.29,9.41,3.11,0.18,-4.77,-3.49,-3.53,0.92,0.18,17.55,8.54,3.96,2.01,1.73,1.21,0.11,0.67,0,0.67,42.52
C01974,0,1074541,54,50000,812,30,15.86,17.6,18.32,91.21,23.65,67.56,3.11,2.31,9.59,11.08,11.02,-1.04,1.05,0.61,7.26,4.12,3.07,0.86,0.15,0.15,0.25,0,0.25,60.21
C01983,0,6140594,293,90000,8161,5980,3.53,3.72,3.11,98.3,54.15,44.15,3.1,1.05,3.76,3.3,2.26,0.71,0.2,66.45,12.76,6.7,6.33,0.86,0.84,0.36,1.06,0.7,0.36,73.78
C02002,0,58647,3,1000,46,-2,1.13,3.5,1.13,100.25,59.81,40.45,3.08,2.1,0.72,0.72,0.62,-1.5,1.5,-2.32,7.6,1.36,0.72,1.18,0.98,0.25,0.71,0,0.71,118.32
C02004,0,404928,34,12000,435,-248,-14.69,-9.93,-16.43,111.61,96.85,14.76,3.07,4.1,-12.64,-14.13,-14.17,-4.08,4.1,-20.68,10.32,4.89,4.09,2.01,3.12,0.53,0.7,0,0.7,4.33
C02025,0,618055,70,20000,398,56,5.49,6.52,5.49,99.53,67.26,32.27,3.05,0.69,2.83,2.83,2.8,-0.53,0.53,2.84,6.19,3.34,2.25,1,0.52,0.02,0.58,0,0.58,39.79
C02029,0,220116,2,3000,257,8,0.08,1,0.08,102.09,87.52,14.57,3.05,0.89,0.08,0.08,0.03,-0.86,0.86,2.93,11.25,5.54,5.12,1.2,4.14,0.49,0.38,0,0.38,5.97
C02050,0,1388169,11,40000,744,-279,-6.14,-4.77,-6.14,105.07,83.42,21.65,3.03,0.59,-2.63,-2.63,-2.66,-0.39,0.59,-7,5.15,2.89,0.22,1.5,0.54,0.54,0.98,0,0.98,4.34
C02060,0,722813,52,25000,524,357,6.8,6.93,6.86,98.97,60.5,38.48,3.02,0.11,3.94,3.98,2.61,-0.06,0.08,14.29,6.96,3.91,2.54,0.88,0.69,0.3,0.38,0,0.38,45.09
C02098,0,1825129,60,40000,2228,173,3.89,4.99,0.57,98.05,70.61,27.44,2.96,1.11,3.8,0.56,0.21,-1.06,1.07,4.34,11.72,5.97,5.23,1.4,1.31,1.31,1.06,0.44,0.61,71.45
C02105,0,662208,30,2500,791,92,9.42,10.1,5.56,92.39,65.54,26.85,2.94,1.54,9.01,5.32,3.26,-0.65,0.65,37.04,11.48,4.78,4.65,2.34,2.11,1.76,0.65,0,0.65,52.77
C02114,0,4132376,128,96000,6039,2746,7.2,7.6,6.84,93.54,55.18,38.36,2.93,0.97,8.42,8,4.64,-0.36,0.47,28.61,14.03,9.38,8.17,1.99,1.54,0.89,0.73,0.22,0.51,33.03
C02128,0,183122,6,10000,244,46,2.95,4.18,12.84,97.17,73.91,23.26,2.92,2.59,3.15,13.71,12.94,-1.26,1.31,4.62,12.81,3.23,3.16,1.29,2.03,0.27,0.97,0,0.97,154.19
C02132,0,2845143,63,38400,2734,1097,3.39,3.76,0.85,99.62,82.66,16.97,2.91,0.69,2.61,0.65,0.37,-0.27,0.28,28.57,9.23,3.94,3.18,1.7,0.57,0,1.59,0.51,1.08,88.16
C02153,0,469330,3,10000,447,15,2.13,3.45,2.13,100.24,78.01,22.23,2.88,1.02,1.62,1.62,1.6,-0.99,1.01,1.55,9.16,2.12,1.98,0.85,3.58,3.58,0.26,0,0.26,76.13
C02161,0,399418,30,30000,874,288,9.88,10.62,9.88,84.27,49.45,34.82,2.88,1.29,17.31,17.3,10.81,-1.28,1.29,9.61,21.02,15.21,12.31,1.58,0.21,0.04,0.73,0.64,0.09,106.7
C02163,0,1439935,35,31500,3467,1131,6.27,7.16,6.17,89.02,66.54,22.48,2.88,1.8,12.07,11.89,7.28,-0.44,1.72,35.94,23.11,7.23,6.65,1.97,3.63,0.48,0,0,0,145.17
C02198,0,114889,7,7100,62,5,9.91,10.73,2.4,98.11,66.38,31.73,2.84,0.42,4.31,1.04,0.99,-0.36,0.36,0.72,5.23,1.9,0.88,2.48,0.67,0.33,1.02,0,1.02,3.17
C02202,0,81977,16,48000,243,131,-2.86,-2.78,-2.86,109.33,37.85,71.49,2.84,0.3,-6.8,-6.8,-7.25,-0.16,0.18,2.75,28.54,19.98,16.88,1.52,4.48,2.48,0.85,0,0.85,76.88
C02239,0,4251314,173,62480,4484,1615,1.44,1.82,1.44,100.92,95.18,5.74,2.79,0.65,1.22,1.22,0.77,-0.06,0.32,25.86,10.13,4.71,4.32,1.94,0.83,0.19,2.35,1.66,0.69,48.35
C02266,0,7498561,140,60000,6719,2996,6.56,7.14,4.92,97.62,74.06,23.56,2.75,0.43,4.7,3.53,1.85,-0.32,0.42,49.95,8.6,3.91,2.76,1.2,1.38,0.89,1.13,0.44,0.69,51.58
C02275,0,3009116,60,49920,2181,222,3.18,3.79,1.46,100.19,78.14,22.05,2.75,0.72,1.85,0.85,0.46,-0.35,0.35,4.46,6.96,3.63,3.51,1.2,0.08,0.05,0.39,0,0.39,37.67
C02282,0,1886706,54,30000,2395,632,6.05,6.85,6.13,95.78,76.53,19.25,2.74,0.82,6.15,6.23,3.81,-0.73,0.82,21.08,12.19,7.01,6.52,1.19,1.94,0.36,0.03,0,0.03,45.89
C02287,0,9004175,277,1906674,40447,36788,1.93,1.93,1.83,95.73,51.69,44.04,2.74,0.06,6.94,6.57,4.05,1.07,0,19.26,43.12,15.28,2.64,2.57,3.34,0.49,0.87,0.11,0.75,526.58
C02297,0,2499354,140,90000,2823,360,1.58,,-0.82,100.29,82.18,18.11,2.73,1.01,1.43,-0.74,-0.74,,0,4.01,10.85,5.32,3.53,2.43,1.53,0.9,1.97,1.3,0.66,28.04
C02329,0,1133246,82,50000,703,256,3.33,3.55,4.31,100.27,80.57,19.7,2.7,0.78,1.65,2.14,2.12,0.15,0.11,5.13,5.96,2.02,1.84,1.09,2.19,0.43,1.87,0,1.87,19.97
C02335,0,6577600,184,180000,35011,33826,4.01,4.01,2.73,85.62,65.93,19.69,2.69,0,17.06,11.63,6.81,1.14,0,187.76,51.1,32.85,23.86,0.87,4.31,3.73,0.18,0,0.18,318.52
C02371,0,896915,40,30000,2392,1225,1.16,1.61,1.16,99.12,79.08,20.04,2.66,1.07,2.47,2.47,1.97,0.41,0.96,40.85,25.61,20.67,3.91,2.44,1.29,0.66,1.69,0.84,0.85,25.63
C02379,0,591622,26,380000,585,123,11.42,11.82,11.42,93.12,76.59,16.53,2.65,0.48,9.05,9.05,8.13,-0.31,0.32,0.32,9.51,2.87,2.79,2.2,0.42,0.1,0.79,0,0.79,112.82
C02380,0,509621,20,20000,696,56,0.25,3.11,0.24,99.17,76.5,22.67,2.65,3.2,0.28,0.27,0.15,-3.08,3.12,2.82,13.11,5.55,4.49,3.1,3.1,1.01,0.17,0,0.17,23.19
C02422,1,70728,3,3000,137,0,-13.66,-12.41,6.66,121.22,84.68,36.55,2.62,2.68,-21.28,10.36,10.27,-1.95,1.96,0.06,18.68,8.54,7.72,1.41,5.58,5.43,1.69,0,1.69,63.69
C02432,0,94555,7,30000,211,2,3.56,5.58,3.09,91.31,69.48,21.83,2.61,4.93,6.37,5.53,5.38,-3.13,3.63,0.09,21.48,15.41,12.34,2.23,1.4,0.13,0.27,0,0.27,10.77
C02433,0,228410,12,10000,470,134,11.84,12.87,11.9,81.37,19.13,62.24,2.61,1.7,19.53,19.63,11.75,-1.45,1.7,13.45,19.79,8.42,8.24,1.93,0.38,0.38,0.21,0,0.21,217.99
C02477,0,209384,6,98000,483,-29,-2.74,-2.41,-2.82,107,58.54,48.46,2.56,0.62,-5.06,-5.2,-5.58,-0.12,0.62,-0.3,22.15,16.45,0.02,2.5,1.36,0.68,2.85,0,2.85,14.25
C02537,0,563258,52,5000,212,-25,0.69,1.82,0.36,101.4,79.9,21.5,2.52,0.91,0.21,0.11,0.09,-0.34,0.34,-5.11,3.62,0.43,0.26,1.63,0.62,0.41,1.13,0.2,0.93,22.98
C02543,0,42809,0,3000,65,44,12.16,12.58,12.16,87.17,14.1,73.07,2.51,0.51,14.84,14.84,9.66,-0.49,0.51,14.98,14.64,3.42,3.17,1.87,0.79,0.28,0,0,0,252.97
C02544,0,679313,67,30000,851,139,-4.22,-2.82,-4.24,104.5,85.66,18.85,2.51,2.23,-4.23,-4.25,-4.29,-1.38,1.4,4.66,12.03,6.58,5.19,1.74,3.24,3.24,1.04,0.61,0.43,10.97
C02578,0,124534,9,10000,122,-6,-8.74,-8.74,41.96,95.93,61.09,34.85,2.48,13.4,-6.85,33.01,25.7,0,0,-0.68,9.41,4.9,4.51,0.53,0.92,0.04,0,0,0,49.26
C02582,0,271165,33,34000,337,41,0.75,3.43,0.16,98.6,67.36,31.24,2.48,3.14,0.74,0.16,0.1,-2.33,2.67,1.21,11.95,7.59,2.05,1.81,1.01,0.25,1.62,0.78,0.84,44.93
C02592,0,519102,24,40000,618,417,9.69,9.76,9.69,93.17,51.56,41.61,2.47,0.06,9.24,9.24,5.69,-0.06,0.06,10.43,11.44,2.81,2.41,0.43,6.04,4.64,0.3,0,0.3,58.67
C02610,0,522112,31,16000,1017,411,0.03,0.43,0.03,101.13,68.57,32.56,2.46,1.29,0.05,0.05,0.02,-0.62,0.62,25.72,18.7,8.01,4.32,4.1,2.3,2.3,2.48,1.78,0.7,89.44
C02613,0,699620,20,10000,838,800,2.11,2.14,1.79,100.41,31.07,69.34,2.46,0.03,2.03,1.72,1.43,0,0.03,80.03,11.51,6.84,3.6,0.24,1.09,1.09,0.16,0,0.16,78.31
C02621,0,255271,30,20000,290,36,0.24,2.41,0.24,100.26,80.29,19.97,2.46,1.99,0.22,0.22,0.14,-1.98,1.98,1.83,10.94,7.92,7.71,1.08,0.29,0.05,0.4,0,0.4,48.23
C02632,0,73512,3,26000,84,27,-17.96,-17.86,-8.11,118.79,96.07,22.72,2.44,0.17,-16.52,-7.46,-7.46,-0.08,0.09,1.06,11.04,9.67,9.56,0.58,0.41,0,0.51,0,0.51,9.08
C02638,0,993243,43,12000,1708,1513,3.59,3.6,3.73,97.48,57.22,40.26,2.44,0.02,4.94,5.13,3.2,0.23,0.01,126.1,16.51,3.36,0.82,1.7,0.5,0.07,1.28,0.93,0.35,185.63
C02640,0,80609,4,10000,119,19,0.12,0.51,0.12,101.84,55.47,46.37,2.44,0.46,0.14,0.14,0.01,-0.46,0.46,1.99,14.29,7.64,5.34,2.19,3.24,1.42,0.05,0,0.05,30.9
C02650,0,1262877,35,15000,1322,54,0.27,1.31,0.55,101.32,93.66,7.66,2.42,0.87,0.23,0.46,0.32,-0.76,0.87,3.61,10.05,4.99,4.26,1.22,0.71,0.12,0.92,0,0.92,93.3
C02651,0,1605404,46,10000,1389,515,16.11,17.28,14.72,90.44,40.33,50.11,2.42,0.82,11.15,10.19,6.77,-0.61,0.81,51.57,8.31,3.15,1.49,1.45,0.39,0.38,0.41,0,0.41,73.65
C02655,0,7642517,135,28000,19283,16812,4.28,4.29,4.29,93.68,60.58,33.1,2.42,0.11,8.63,8.66,5.54,0.01,0.02,246.39,24.22,3.72,3.37,3.17,3.51,0.43,1.19,0.38,0.81,416.79
C02659,0,23860,1,10000,26,-13,0.92,1.91,0.92,100.72,12.19,88.53,2.42,0.88,0.82,0.82,0.02,-0.88,0.88,-1.31,10.67,7.12,7.1,1.02,0.68,0.68,0.07,0,0.07,55.4
C02660,0,325056,20,40000,618,91,1.94,3.16,1.9,97.34,31.02,66.32,2.42,2.13,2.95,2.9,1.96,-1.85,1.85,2.3,18.26,15.51,13.54,1.42,0.84,0.67,0.56,0,0.56,14.84
C02674,0,563339,35,10000,799,387,0.02,0.56,0.12,101.78,87.52,14.25,2.41,0.61,0.02,0.14,0.09,-0.61,0.61,38.71,13.63,5.55,4.24,1.56,3.91,0.59,1.27,0,1.27,54.16
C02726,0,112776,10,48000,311,238,0.84,1.05,0.64,100.04,60.86,39.18,2.36,0.46,1.86,1.41,1.28,1.18,0.46,4.96,26.48,7.44,4.82,1.07,10.17,8.33,0.29,0,0.29,221.79
C02734,0,1071322,22,30000,562,124,3.23,4.13,1.74,100.55,67.88,32.67,2.35,0.44,1.36,0.73,0.7,-0.02,0.38,4.15,5.04,2.58,2.42,1.34,0.12,0.12,0.66,0,0.66,25.12
C02742,0,291020,19,20000,311,275,8.31,8.43,8.31,94.81,64.39,30.42,2.35,0.42,7.12,7.12,6.98,-0.08,0.1,13.8,10.28,2.47,2.36,1.75,2.4,0.5,0.79,0.5,0.29,83.94
C02746,0,201808,9,10000,191,168,7.39,7.39,7.41,96.71,75.3,21.41,2.34,0.01,5.61,5.63,4.13,0.01,0,16.89,9.11,1.59,1.43,0.74,0.1,0,0.5,0,0.5,200.6
C02748,0,289093,19,40000,158,72,3.39,3.39,4.51,98.5,51.89,46.62,2.34,2.34,1.49,1.98,1.42,0,0,1.81,5.27,2.14,2.01,1.64,0.07,0.05,0.82,0,0.82,39.2
C02750,0,223400,6,10000,315,7,-10.35,-7.33,-10.35,110.02,106.4,3.62,2.34,4.03,-11.71,-11.71,-11.73,-3.42,3.42,0.72,13.57,7.08,6.04,4.82,1.2,1.07,2.22,2.07,0.15,1.47
C02760,0,573048,37,98000,887,517,3,3.28,3.02,97.96,75.85,22.11,2.34,0.65,3.72,3.74,2.42,-0.34,0.35,5.28,14.86,4.58,3.54,1.94,5.48,5.15,0.55,0.54,0.02,61.15
