KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C00450,0,29593,0,10000,102,79,-8.43,-8.43,-8.43,132.52,33.62,98.9,9.18,0,-23.34,-23.34,-23.55,0.1,0,7.9,33.22,1.12,0.64,1.48,0.61,0.45,0.31,0,0.31,645.17
C00463,0,397539,27,10000,399,36,0.05,1.8,0.16,107.49,97.68,9.81,8.99,1.46,0.04,0.13,0.12,-1.41,1.41,3.63,9.64,5.68,5.1,1.77,1.76,1.11,0.88,0.77,0.12,7.17
C00500,0,1382994,186,57300,3920,1319,0.28,0.99,0.46,106.04,78.64,27.4,8.57,1.89,0.64,1.04,0.35,-1.13,1.59,39.1,27.22,14.88,4.46,2.56,1.78,0.27,0.68,0,0.68,167.9
C00501,0,70258,0,7000,86,-21,1.56,3.88,1.56,104.74,79.71,25.04,8.57,2.29,1.54,1.54,1.54,-2.17,2.29,-3.04,11.83,0.81,0.53,4.47,0.4,0,0.86,0,0.86,178.6
C00515,0,160125,5,10000,173,2,-0.59,1.77,-0.59,106.81,92.48,14.33,8.35,2.05,-0.51,-0.51,-0.55,-2.05,2.05,0.29,10.42,4.69,4.35,1.7,3.89,3.89,2.82,1.62,1.19,4.12
C00520,0,2601412,141,671787,4256,3840,6.2,6.2,6.45,100.2,89.07,11.13,8.32,0,8.12,8.45,7.26,4.1,0,5.63,15.71,11.72,5.58,1.52,0.48,0.26,0.8,0,0.8,49.32
C00527,0,315324,30,10000,577,290,1.94,2.65,12.49,104.38,90.19,14.19,8.28,1.06,2.84,18.3,11.93,-1.02,1.03,29.09,17.58,9.69,7.62,1.13,0.76,0.36,0.88,0.73,0.14,120.69
C00529,0,312286,18,19600,1006,605,6.61,7.1,6.66,89.77,66.35,23.42,8.28,1.47,17.04,17.18,10.96,-1.19,1.26,30.91,30.95,12.02,10.92,1.41,7.34,0.18,0.88,0.39,0.49,262.88
C00540,0,311032,37,10000,482,64,0.77,1.89,0.81,105.84,90.85,14.99,8.19,1.4,0.95,1.01,1,-0.9,1.39,6.49,14.9,12.7,3.87,0.87,0.45,0.45,0.38,0,0.38,18.68
C00564,0,615636,29,30000,2182,1248,3.64,4.09,3.95,95.89,73.64,22.25,7.91,1.68,10.33,11.22,7.41,0.71,1.27,41.6,34.03,23.03,18.68,1.04,0.33,0.33,1.41,0.89,0.52,192.61
C00573,0,1236032,88,14950,1793,706,4.2,4.44,3,102.31,81.84,20.47,7.82,0.63,4.88,3.48,2.29,0.49,0.28,47.25,13.93,6.19,2.12,2.65,0.36,0.12,0.66,0,0.66,34.09
C00581,0,607953,13,10000,547,-22,9.74,12.31,-9.08,98.85,90.75,8.11,7.74,1.88,7.01,-6.54,-6.55,-1.85,1.85,-2.24,8.64,6.81,6.5,1.08,0.37,0.29,0.54,0,0.54,4.14
C00593,0,1268236,61,15000,1613,311,1.98,2.72,1.59,104.57,89.69,14.88,7.62,1.03,2.02,1.61,1.41,-0.73,0.75,20.78,12.21,6.98,5.79,1.82,1.43,0.9,0.07,0,0.07,46.62
C00621,0,45976,7,6500,84,79,1.29,1.3,1.29,105.45,77.37,28.08,7.37,0,1.91,1.91,1.79,0.06,0,12.2,17.74,5.95,5.25,1.33,0.61,0.61,0.54,0.12,0.42,259.6
C00641,0,380696,20,20000,876,273,1.9,4.09,0.33,93.53,54,39.53,7.19,10.16,3.5,0.61,0.45,-4.02,4.03,13.66,22.11,9.32,4.81,1.17,0.87,0.41,0.52,0,0.52,74.75
C00662,0,139712,14,5000,182,154,15.75,15.75,15.75,90.61,81.19,9.42,7.02,0,16.42,16.42,10.75,0,0,30.94,12.51,7.59,5.99,0,0.29,0,1.2,0.88,0.32,95.99
C00673,0,651007,25,55000,2049,1187,4.81,5.08,2.65,93.05,41.29,51.76,6.93,1.76,12.12,6.68,4.39,-0.01,0.68,21.58,30.22,14.15,8.7,3.74,0.71,0,0.3,0,0.3,207.38
C00677,0,641417,52,48950,1310,678,-5.97,-5.25,-17.57,115.22,80.03,35.19,6.89,1.43,-9.76,-28.72,-28.76,-0.79,1.17,13.86,19.62,8.49,6.06,2.71,3.89,0.11,0.79,0.2,0.59,138.85
C00685,0,23925,5,10000,32,10,0.36,0.5,0.36,105.72,64.15,41.57,6.85,0.74,0.39,0.39,0.05,-0.15,0.15,1.04,12.95,3.88,3.39,3.24,3.68,0.9,0.73,0,0.73,59.52
C00703,0,295589,65,50000,1320,1286,-6.09,-6.09,-2.52,122.37,96.03,26.34,6.77,6.16,-21.76,-9,-9.06,0.66,0.01,25.74,42.9,25.29,18.61,1.78,0.24,0,0,0,0,408.85
C00727,0,7340192,200,98750,10848,3083,4.46,5.06,4.48,99.78,88.62,11.16,6.64,1.58,5.27,5.3,5.28,-0.55,0.71,31.22,14.19,5.62,2.48,2.85,0.63,0.45,2.37,0.11,2.27,116.3
C00730,0,2610533,59,50000,1543,319,1.01,2.44,1.1,104.1,97.59,6.51,6.63,2.06,0.48,0.52,0.51,-0.59,0.68,6.39,5.68,2.88,2.22,1.48,0.41,0.27,1.45,0.49,0.96,9.91
C00740,0,186033,9,3000,135,-14,6.94,9.19,4.47,97.76,57.89,39.87,6.57,4.77,4.04,2.6,2.55,-1.29,1.32,-4.77,6.99,4.45,3.99,1.14,0.31,0,0.46,0,0.46,3.15
C00756,1,177964,11,48000,322,-467,-7.92,-7.91,-7.91,96.54,63.03,33.51,6.5,17.07,-11.49,-11.48,-11.56,-0.02,0.02,-20.21,17.41,11.63,10.84,2.2,3.67,2.57,2.48,1.94,0.53,0.76
C00772,0,728415,45,90000,1276,492,1.61,2.32,1.62,102.99,87.81,15.17,6.39,1.14,2.26,2.28,2.21,-0.9,0.99,5.48,16.82,9.98,6.35,1.41,2.74,0.03,0.65,0,0.65,46.38
C00774,0,2156371,68,30000,2493,1362,17.02,17.39,13.65,90.29,71.64,18.65,6.38,0.34,15.75,12.62,7.34,-0.34,0.34,45.41,11.1,5.8,5.23,1.36,0.68,0.41,0.6,0.45,0.14,55.99
C00777,0,2014090,85,80000,4279,2362,20.67,20.93,20.54,76.1,58.69,12.09,6.37,0.46,27.35,33.01,20.5,-0.41,0.45,29.53,20.4,7.82,7.33,0.43,3.43,0,0.05,0,0.05,227.68
C00779,0,745479,35,11000,452,63,7.61,8.68,6.42,98.85,67.41,31.43,6.37,3.83,3.69,3.11,1.69,-0.52,0.52,5.75,5.82,0.79,0.01,0.72,3.31,3.31,0.49,0,0.49,25.06
C00785,0,128012,9,40000,294,-149,0.12,0.6,0.12,105.23,58.59,46.64,6.33,0.87,0.23,0.23,0.03,-0.84,0.87,-3.73,22.08,0.62,0.1,0,0.93,0.69,0.48,0,0.48,143.15
C00790,0,23360,4,3000,8,2,-27.81,-27.1,-23.98,114.46,30.46,84,6.31,0.21,-8.36,-7.21,-7.48,-0.21,0.21,0.91,3.61,0.89,0.87,1.29,0.25,0,0.42,0,0.42,29.7
C00792,0,75952,3,40000,137,-52,-0.94,1.01,-0.94,102,47.02,54.98,6.29,5.66,-1.36,-1.36,-1.58,-2.64,2.83,-1.32,17.43,12.13,10.68,1.05,3.07,2.3,0.42,0,0.42,15.08
C00802,0,336640,18,50000,861,830,3.77,3.78,3.7,98.48,70.41,28.07,6.21,0,7.73,7.58,7.53,0.02,0,16.61,24.58,11.58,5.95,1.37,0.16,0.02,0.36,0,0.36,336.95
C00819,0,2944576,155,50000,4629,2962,17.28,17.52,4.73,84.05,49.73,34.31,6.15,0.38,21.73,5.95,3.48,-0.04,0.31,59.25,15.09,1.96,0.99,3.4,2.88,2.28,0.31,0.1,0.2,207
C00827,0,2293611,55,15000,3598,1573,4.89,5.45,4.71,99.28,80.04,19.24,6.12,0.71,6.14,5.92,3.05,-0.44,0.7,104.93,15.06,9.42,4.85,1.3,1.41,0.82,2.45,1.9,0.55,60.04
C00832,0,97848,16,30000,242,214,1.72,1.81,-4.52,102.49,64.48,38.01,6.08,0.17,3.42,-8.97,-9.12,0.14,0.17,7.14,23.84,11.61,9.69,1.19,0.64,0.07,1.26,0.98,0.29,185.07
C00839,0,952236,56,90000,3265,1160,1.45,2.25,5.2,97.23,78.44,18.79,6.06,4.85,3.98,14.27,14.27,-1.2,2.2,12.9,32.92,11.49,9.67,2.19,1.6,0.49,0.42,0,0.42,23.8
C00842,0,74664,9,30000,377,165,-3.56,-2.12,-3.49,114.27,83.23,31.04,6.04,6.14,-14.37,-14.12,-14.31,-5.72,5.79,5.53,48.49,3.19,2.79,2.04,14.84,9.7,0.28,0,0.28,76.55
C00854,1,60716,6,40000,73,-28,0.79,3.08,0.79,103,67.63,35.38,5.99,2.22,0.77,0.77,0.53,-2.19,2.22,-0.71,11.63,5.78,5.32,1.62,1.7,0,1.72,1.68,0.03,36.19
C00864,0,105355,13,12000,158,-23,3.17,6.38,3.16,97.52,53.96,43.55,5.96,4.63,3.81,3.8,3.53,-3.72,3.86,-1.92,14.42,7.57,6.23,2.34,2.43,0.9,0.25,0,0.25,54.57
C00897,0,9354,2,3000,34,10,0.33,1.35,0.33,101.83,55.24,46.59,5.82,3.02,0.97,0.97,0.1,-3.01,3.02,3.54,35.42,25.85,13.55,1.46,6.85,0,2.57,2.32,0.24,26.28
C00916,0,196592,15,10000,287,226,13.93,14.01,14.05,89.31,74.31,14.99,5.72,0.09,16.32,16.46,11.51,-0.07,0.09,22.6,14.06,7.05,6.61,1.12,0.05,0,0.3,0,0.3,153.57
C00920,0,201036,8,10000,222,108,5.16,6.16,5.12,99.13,72.96,26.16,5.71,2.01,4.57,4.53,3.06,-0.81,0.89,10.84,10.62,6.52,4.51,1.68,0.26,0.09,1.16,0,1.16,35.87
C00931,0,46845,5,10000,76,15,2.1,3.48,2.1,101.12,68.69,32.43,5.66,1.81,2.73,2.73,1.32,-1.79,1.8,1.56,15.61,14.41,13.44,0.22,0.04,0,0.36,0,0.36,27.87
C00946,0,1448419,55,14000,1347,1152,6.56,6.56,6.74,100.7,81.38,19.32,5.58,0,4.88,5.02,3.04,0.08,0,82.34,8.93,3.93,1.77,2.08,0.17,0,0.48,0,0.48,70.87
C00959,0,214070,13,15000,188,-14,-11.75,-10.66,-29.13,113.01,81.33,31.67,5.49,0.76,-8.28,-20.54,-20.67,-0.76,0.76,-0.97,8.46,1.21,0.62,1.67,0.25,0.25,0.84,0,0.84,50.19
C00971,0,643844,11,3000,199,16,30.67,31.19,-5.23,97.51,90.77,6.73,5.43,0.31,7.61,-1.3,-1.31,-0.13,0.13,5.36,2.98,0.41,0.32,1.8,0.19,0.06,1.27,0,1.27,12.37
C00976,0,43846,4,3000,87,0,0.46,2.11,0.89,102.06,7.76,94.3,5.41,2.61,0.74,1.42,1.27,-2.61,2.61,0.27,19.11,16.68,15.3,0.8,0,0,0.15,0,0.15,38.46
C00988,0,313992,19,24000,664,217,1.74,2.57,1.74,98.56,49.72,48.84,5.34,3.84,2.94,2.94,2.94,-0.97,1.41,9.05,20.31,8.23,4.59,1.45,0.4,0.17,0.53,0,0.53,132.25
C01009,0,426870,33,73000,1320,1066,4.32,,4.2,93.99,80.89,13.1,5.23,0.56,10.68,10.4,10.4,,0,14.61,29.7,15.24,12.51,2.59,0.48,0.48,1.47,0,1.47,76.32
C01013,0,186710,26,13000,340,0,1.08,2.9,1.54,100.97,76.91,24.05,5.2,2.65,1.58,2.25,2.17,-2.64,2.65,0.06,17.5,12.98,12.48,1.52,0.66,0,1.45,1.18,0.27,35.79
C01016,0,69399,4,10000,232,225,-3.82,-3.82,-2.42,115.43,62.79,52.65,5.19,0,-10.25,-6.5,-6.63,0.05,0,22.55,32.2,16.11,13.69,1.99,0.27,0.27,0.85,0,0.85,240.91
C01019,0,6945732,110,10000,11303,2464,3.96,4.55,2.17,97.82,88.13,9.68,5.18,2.21,5.16,2.82,2.15,-0.53,0.76,246.39,15.62,6.63,4.86,1.67,1.4,1.31,1.1,0,1.1,164.21
C01039,0,11912,1,30000,23,-47,0.95,4.34,0.95,96.62,44.96,51.65,5.11,7.01,1.48,1.48,0.09,-4.44,5.32,-1.57,18.83,3.82,2.69,0.78,1.34,0,0.26,0,0.26,90.6
C01053,0,175041,13,30000,208,68,3.68,4.8,23.26,97.62,77.52,20.11,5.09,3.96,3.5,22.14,22.14,-1.07,1.07,2.3,11.42,4.87,4.64,2.01,1.15,0,1.28,0.88,0.39,83.16
C01067,0,152789,11,10000,619,593,0.42,0.45,0.75,103.58,47.68,55.89,5.03,0.09,1.37,2.43,1.88,0.64,0.09,59.34,38.91,17.6,10.88,1.37,4.66,4.55,0.03,0.01,0.03,396.65
C01074,0,99984,10,4000,75,-9,2.58,5.3,1.81,101.83,79.65,22.19,5.02,1.63,1.55,1.09,1.03,-1.63,1.63,-2.26,7.22,5.27,5.2,0.7,0.4,0.04,0.01,0,0.01,15.43
C01079,0,196198,17,20000,125,-18,-5.3,-1.74,-5.47,105.88,37.16,68.72,4.99,1.83,-2.72,-2.81,-2.88,-1.83,1.83,-0.93,6.16,2.34,2.16,1.37,0.98,0.98,0.76,0,0.76,21.73
C01086,0,125367,3,10000,130,-200,-6.75,-5.59,-4.29,109.63,77.7,31.93,4.98,0.97,-5.62,-3.57,-3.61,-0.96,0.97,-17.94,9.98,2.86,2.27,3.94,0.01,0,1.3,0,1.3,2.63
C01090,0,46508000,1104,2340000,61096,30778,11.97,12.32,11.34,90.86,66.53,24.33,4.96,1.52,12.58,11.92,8.44,3.29,0.37,12.94,12.61,6.98,1.99,2.19,1.58,0.93,2.97,0.94,2.04,25.49
C01098,0,909330,48,28000,2260,350,6.31,8.29,7.35,88.46,49.42,39.05,4.95,3.95,12.54,14.63,14.37,-3.68,3.95,12.5,23.87,12.99,11.14,1.25,3.64,0.11,0.5,0,0.5,158.08
C01108,0,206197,15,30000,334,123,0.62,0.91,0.34,103.55,78.04,25.51,4.92,0.57,0.8,0.44,0.24,-0.38,0.38,4.12,15.55,10.15,9.92,1.52,0.32,0,1.03,0.5,0.53,32.39
C01117,0,1002240,60,30000,2542,1124,-5.65,-5.29,-5.83,114.17,97.97,16.2,4.89,2.2,-11.48,-11.83,-11.83,0.1,0.74,37.5,24.36,6.81,3.64,0.68,0.85,0.18,0.16,0.15,0.01,398.71
C01122,0,465625,30,10000,764,119,7.28,8.35,5.93,93.81,84.89,8.92,4.87,1.5,9.56,7.78,1.17,-1.39,1.41,11.9,15.76,4.03,3.73,1,0.05,0,3.33,1.18,2.16,302.74
C01159,0,136092,15,30000,140,30,15.62,16.26,15.65,91.14,69.69,21.45,4.76,0.76,12.86,12.89,8.85,-0.5,0.53,1.03,9.88,4.96,3.9,1.78,0.52,0.29,0.18,0,0.18,63.43
C01163,0,626816,40,50000,378,142,9.57,9.98,9.71,99.83,88.9,10.93,4.75,0.29,4.63,4.7,2.77,-0.19,0.2,2.84,5.8,1.81,1.34,1.53,1.23,0,0.9,0.12,0.78,5.23
C01173,0,111324,16,45000,121,-47,-52.13,-50.53,-45.49,174.2,113.27,32.12,4.71,1.65,-72.08,-39.74,-39.87,-1.61,1.61,-1.06,10.48,7.14,3.8,0.6,2.45,1.12,0.67,0,0.67,7.41
C01181,0,1322884,96,96000,3121,412,0.65,1.56,0.34,99.79,76.43,23.36,4.68,3.65,1.23,0.64,0.35,-1.14,1.71,4.3,22.66,11.58,5.11,1.77,0.62,0.42,2.03,1.45,0.58,215.54
C01187,0,2369715,80,10000,2758,2275,14.12,14.12,14.12,91.52,84.12,7.41,4.67,0,13.15,13.15,8.06,0,0,227.56,11.17,3.64,2.86,0.52,1.76,0.3,1.2,0.78,0.42,148.01
C01193,0,795859,70,80000,1014,129,14.61,15.72,14.18,88.09,67.58,20.51,4.65,1.67,14.89,14.45,6.61,-1.13,1.13,1.62,12.23,8.41,8.41,1.45,1.27,0.41,0.97,0.46,0.52,22.17
C01194,0,93036,6,10000,52,10,14.93,15.61,14.3,94.27,57.01,37.26,4.65,3.6,6.78,6.5,4.77,-0.3,0.31,1.03,5.45,3.6,3.54,1.21,0.08,0,0.48,0,0.48,15.16
C01210,0,448642,23,10000,633,231,0.72,1.05,0.32,102.6,84.51,18.09,4.6,1.19,0.81,0.36,0.28,-0.32,0.38,23.15,13.55,5.77,2.69,1.81,0.49,0,1.88,1.07,0.81,87.45
C01214,0,309454,15,20000,555,267,-2.89,-2.45,-2.73,104.78,80.23,24.55,4.6,3.96,-4.15,-3.92,-4,-0.18,0.63,13.39,17.24,8.51,4.81,1.67,1.27,0.19,0.97,0.46,0.51,109.77
C01218,0,3296889,140,99520,4275,1323,5.29,5.62,5.19,98.67,55.19,43.49,4.58,0.42,5.49,5.38,2.85,-0.27,0.34,13.3,12.45,7.54,5.68,1.99,2.2,1.92,0.27,0,0.27,12.28
C01233,0,58282,13,10000,84,9,-20.59,-19.96,-20.6,127.81,96.1,31.72,4.54,0.74,-24.02,-24.03,-24.14,-0.74,0.74,0.95,14,7.28,7.21,0.65,1,0.61,0.31,0,0.31,101.27
C01246,0,247218,25,10000,302,55,6.43,7.75,3.13,95.49,77.17,18.32,4.52,2.73,6.3,3.06,2.43,-1.29,1.3,5.53,11.75,4.95,4.73,1.89,0.8,0.8,1.44,0,1.44,102.65
C01256,0,4352624,98,35000,6194,3113,15.89,16.11,16.15,86.07,79.63,6.43,4.47,0.31,18.09,18.38,11.03,1.31,0.25,88.95,13.66,6.67,1.54,1.58,0.36,0,1.4,0.65,0.75,57.12
C01259,0,469110,24,50000,2160,669,-0.72,0.28,-2.05,103.42,53.71,49.72,4.46,3.69,-2.65,-7.55,-7.59,-3.69,3.69,13.4,44.22,41.04,39.42,1.16,1.63,0,2.97,0,2.97,10.33
C01266,0,986674,48,48000,1328,329,1.42,2.78,1.42,96.89,77.7,19.18,4.45,6.03,1.53,1.53,1.09,-1.28,1.47,6.87,12.92,3.97,3,2.85,2.46,2.46,0.59,0.26,0.33,57.19
C01274,0,2904498,70,96000,3820,835,4.23,5.07,3.36,98.79,90.47,8.32,4.44,1.2,4.46,3.54,2.24,-0.74,0.88,8.71,12.63,4.1,2.95,2.71,0.84,0.44,1.91,1.29,0.62,139.95
C01279,0,4660284,152,1196492,5491,1285,-6.12,-3.89,-20.26,105.1,60.91,44.19,4.42,5.09,-5.77,-19.1,-24.89,-0.97,2.1,1.07,11.31,3.19,0.14,2.95,3.26,1.75,1.85,0.74,1.1,31.78
C01282,0,560146,27,52000,1597,316,-4.31,-2.64,-6.19,105.92,78.83,27.09,4.41,8.34,-9.84,-14.12,-14.16,-3.75,3.82,6.09,27.37,19.18,18.17,3.18,2.45,0.4,3.41,2.74,0.66,0.12
C01285,0,55454,2,10000,55,53,-0.05,-0.05,-0.05,104.44,56.26,48.18,4.4,0,-0.04,-0.04,-0.13,0,0,5.4,9.66,5.56,4.63,1.5,1.88,1.88,0.02,0,0.02,12.84
C01291,0,1343606,45,23000,1087,722,5.09,,0.81,98.99,75.56,23.43,4.39,2.1,3.3,0.53,0.27,,0,31.42,7.77,3.23,2.66,1.79,1.73,1.33,0.21,0,0.21,23.7
C01299,0,1162942,14,50000,1852,605,6.45,7.69,8.75,94.42,80,14.42,4.36,1.72,8.22,11.15,6.95,1.89,1.58,12.11,15.29,11.32,2.14,0.98,0.22,0,0.21,0,0.21,18.2
C01300,0,1355748,80,99900,3302,2610,4.48,4.54,4.49,95,83.34,11.65,4.35,0.62,8.73,8.75,5.67,0.62,0.11,26.13,23.38,6.47,5.45,2.89,3.37,0.81,2.17,1.63,0.53,218.38
C01312,0,198191,6,15000,431,80,-24.08,-23.55,-22.03,145.32,82.7,62.62,4.32,0.91,-41.91,-38.35,-38.35,-0.83,0.91,5.4,20.89,10.09,1.59,0.91,0.18,0,0.04,0.03,0.01,168.56
C01323,0,323776,30,10000,453,167,5.52,6.24,5.44,97.27,55.46,41.81,4.31,0.86,6.18,6.1,5.63,-0.72,0.81,16.76,13.45,3.37,2.03,2.3,0.99,0.08,1.79,0.94,0.84,146.61
C01343,0,130358400,1513,720000,66464,37625,4.97,5.02,4.9,97.66,91.26,6.4,4.26,0.38,6.22,6.14,4.06,0.87,0.06,191.97,15.02,4.67,1.51,3.07,0.35,0.14,1.95,0,1.95,53.55
C01353,0,1319751,55,35000,1245,158,8.42,9.67,6.95,96.77,89.38,7.39,4.22,1.1,6.35,5.25,3.95,0.45,0.95,4.54,9.06,2.46,0.9,1.2,0.81,0.63,0.9,0.28,0.62,52.78
C01362,0,1324767,60,20000,1818,589,0.03,0.76,0.03,99.13,66.28,32.85,4.19,5.03,0.03,0.03,0.03,-0.67,0.8,29.47,13.17,5.44,4.91,2.19,2.86,2.86,1.87,1.49,0.38,49.82
C01369,0,961225,40,10000,750,247,6.6,7.42,4.35,98.73,70.87,27.85,4.18,1.33,4.13,2.72,1.86,-0.49,0.51,24.74,7.5,3.17,2.7,1.3,0.56,0.24,1.05,0,1.05,27.37
C01373,0,143225,15,30000,163,-389,-16.72,-10.56,-16.72,113.5,94.06,19.44,4.18,5.93,-15.25,-15.25,-15.25,-5.54,5.63,-12.99,10.95,6.43,4.92,1.1,1.85,1.85,1.2,0.82,0.39,24.11
C01378,0,91323,10,3000,93,1,-5.97,-4.94,-5.97,108.22,77.02,31.2,4.17,0.84,-4.89,-4.89,-4.89,-0.84,0.84,0.41,9.83,2.63,2.62,1.67,1.37,0.07,0.39,0,0.39,107.8
C01380,0,104272,18,10000,268,50,-6.27,-5.51,14.71,115.51,90.07,25.44,4.17,1.58,-12.92,30.3,25.7,0.01,1.57,5.08,24.71,1.73,0.62,0.91,8.22,8.22,0.14,0,0.14,426.17
C01393,0,2673241,167,460421,4292,2238,3.23,3.46,3.23,98.96,58.12,40.84,4.14,1.02,4.15,4.15,3.66,1.27,0.29,4.85,15.42,9.42,7.99,2.3,0.74,0.41,1.88,1.27,0.61,64.27
C01402,0,8382098,233,360000,36252,20676,0.84,1.24,1.41,98.49,66.87,31.62,4.11,2.72,2.9,4.86,2.35,-0.16,1.4,57.43,41.52,17.18,13.84,2.81,2.07,0.67,2.12,1.03,1.09,36.33
C01413,0,88788,4,10000,101,18,1.38,2.72,1.38,101.6,36.24,65.37,4.09,1.23,1.26,1.26,1.19,-1.19,1.23,1.88,10.98,5.29,0.42,2.52,0.87,0.81,0.52,0,0.52,9.11
C01422,0,196697,20,15000,504,396,2.39,2.48,2.53,98.96,83.77,15.19,4.06,0.19,4.91,5.2,3.82,-0.13,0.19,26.47,24.64,12.38,11.86,4.09,1.3,1.3,0.46,0,0.46,200.46
C01423,0,981564,38,17500,1856,835,2.54,2.9,2.11,99.56,84.79,14.77,4.06,0.65,3.85,3.2,3.2,-0.54,0.54,47.74,18.16,11.49,5.74,2.16,0.64,0.25,2.5,1.77,0.72,42.89
C01429,0,440216,0,10000,386,-28,-3.78,-1.76,-3.78,105.27,73.27,32,4.04,1.43,-2.65,-2.65,-2.71,-0.76,1.41,-2.87,8.43,4.87,0.19,0.31,2.81,2.71,0.12,0,0.12,9.96
C01430,0,2248850,115,48000,3616,2841,4.4,4.54,4.32,98.12,66.2,31.91,4.04,0.26,5.66,5.56,3.58,0.09,0.18,59.19,15.44,9.12,6.02,1.78,0.81,0.24,2.05,1.31,0.73,36.45
C01449,0,1486142,62,80000,3308,1230,1.91,2.79,2.02,99.04,53.39,45.65,4,1.57,3.39,3.6,3.57,-0.66,1.57,15.38,21.37,6.65,3.78,2.64,1.89,0.61,2.14,1.85,0.3,216.56
C01459,0,229081,21,10000,289,-16,-4.16,-2.93,-3.79,105.61,44.56,61.05,3.97,2.57,-4.21,-3.84,-3.89,-1.25,1.25,-1.7,12.15,5.1,4.3,4.09,1.39,1.29,0.58,0,0.58,44.92
C01471,0,212761,15,5000,434,109,0.19,1.11,0.19,102.03,53.58,48.44,3.95,1.6,0.32,0.31,0.2,-1.49,1.49,21.85,19.61,12.56,11.52,0.73,3,1.38,1.19,0.8,0.39,68.23
C01476,0,143448,8,30000,133,106,17.1,17.1,17.1,90.06,69.15,20.92,3.94,1.13,12.74,12.74,8.03,0,0,3.55,8.94,0.92,0.89,2.27,0.79,0.12,0.62,0.16,0.46,150.03
C01492,0,152586,14,10000,242,171,1.94,2.29,1.19,100.99,86.26,14.73,3.9,0.44,2.47,1.52,1.44,-0.44,0.44,17.2,15.27,9.98,9.89,2.91,0.08,0,0.4,0,0.4,69.38
C01494,0,28748,2,10000,38,17,-34.37,-34.37,-33.06,141.17,18.61,109.72,3.9,0,-37.27,-35.86,-36.08,0,0,1.76,13.01,12.34,3.83,0.38,0.05,0,0.08,0,0.08,7.42
C01526,0,612594,35,10000,446,-4,-0.18,0.62,-0.18,103.45,89.67,13.78,3.85,0.51,-0.11,-0.11,-0.11,-0.44,0.47,-0.46,7,1.81,0.69,0.98,0.42,0.18,3.89,0.26,3.62,84.65
C01528,0,157747,14,25600,182,-3,0.48,2.18,0.45,101.82,81.58,20.24,3.84,1.57,0.44,0.41,0.32,-1.52,1.57,-0.12,11.09,5.12,3.37,1.53,2.58,0.96,1.84,1.65,0.19,38.53
C01530,0,276141,12,30000,579,228,0.26,0.94,0.26,102.14,49.36,52.78,3.84,1.26,0.44,0.44,0.37,-0.88,1.14,7.63,20.15,16.58,13.98,1.19,0.99,0.99,0.48,0,0.48,22.3
C01534,0,762689,37,10000,597,96,11.4,11.58,-1.37,96.57,84.07,12.5,3.83,0.11,7.15,-0.86,-0.87,-0.11,0.11,9.69,7.52,3.35,3.32,0.98,0.29,0.14,1.28,0.75,0.54,32.71
C01546,0,454496,30,30000,593,188,4.04,4.66,4.04,98.91,74.58,24.33,3.79,0.66,4.22,4.22,4.1,-0.64,0.64,6.29,12.53,6.89,5.92,2.15,0.42,0.31,1.24,0,1.24,39.49
C01558,0,5575214,137,99000,5926,2205,5.8,5.96,5.37,98.69,90.58,8.11,3.76,0.14,4.93,4.57,2.24,0.14,0.14,22.28,10.21,5.41,2.69,1.99,0.43,0.16,2.07,1.19,0.89,27.59
C01559,0,724712,65,60000,885,50,2.81,5.58,2.18,98.3,49.68,48.62,3.76,2.71,2.75,2.13,2.11,-2.7,2.71,0.83,11.73,7.05,3.73,2.39,0.37,0.19,0.73,0.01,0.72,20.93
C01569,0,12380,2,3000,8,-4,23.46,30.94,23.46,101.76,39.62,62.15,3.75,0.48,1.5,1.5,0.83,-0.48,0.48,-1.38,1.94,0.04,0.04,0.58,0.02,0,1.12,0,1.12,3.09
C01608,0,229036,22,3000,269,194,7.94,8.16,8.29,96.02,71.27,24.75,3.68,0.2,7.46,7.79,5.09,-0.19,0.2,64.89,11.28,4.17,3.39,0.74,0.04,0,0.08,0,0.08,190.05
