KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C00663,0,43023200,505,12016000,66464,31293,2.2,2.96,3.31,95.78,85.75,10.03,7.01,5.94,5.28,7.96,7.45,-0.55,1.82,2.35,28.83,17.7,3.53,3.09,1.05,0.58,2.47,1.62,0.85,178.93
C00697,0,1065915,100,10000,1442,1092,9.49,9.64,9.49,94.31,81.54,12.76,6.8,2.21,10.28,10.28,6.04,-0.1,0.16,109.29,12.99,5.71,5.51,1.31,0,0,0,0,0,139.14
C00707,0,1918642,36,10000,11665,7343,2.63,2.78,0.53,93.22,74.77,18.45,6.74,0.73,12.79,2.58,0.31,3.18,0.73,246.39,58.37,26.79,26.18,0,2.09,0,2.81,1.73,1.08,125.94
C00720,0,2332464,161,96000,7221,1959,3.35,3.66,1.79,97.61,81.37,16.24,6.67,0.76,8.3,4.43,2.42,0.31,0.76,20.41,29.72,19.72,4.41,1.78,0.79,0.03,1.13,0.97,0.16,137.27
C00771,0,221365,5,12100,199,150,10.6,10.6,10.6,98.75,83.61,15.14,6.39,0,7.64,7.64,5.11,0.13,0,12.52,8.65,1.95,0.34,1.11,0.41,0.08,0.53,0,0.53,129.68
C00807,0,215434,19,20000,1060,971,3.44,3.56,3.44,90.31,72.7,17.61,6.19,2.34,13.53,13.53,8.41,-0.46,0.48,48.59,47.24,21.41,18.49,8.76,0.98,0,0.4,0,0.4,439.44
C00811,0,6332579,1000,88000,7112,2102,7.79,8.39,5.74,98.54,91.37,7.16,6.16,0.62,7,5.15,2.83,1.95,0.53,23.89,10.78,5.43,4.67,1.46,1.45,0,0.2,0,0.2,68.42
C00852,0,1054320,45,10000,3196,2985,3.79,3.84,3.79,96.54,75.16,21.38,6,0.26,9.2,9.2,6.12,0.15,0.11,246.39,29.11,12.42,6.44,0,0,0,0,0,0,414.72
C00896,0,321332,44,10000,592,239,-0.25,0.24,-0.25,103.68,78.4,25.28,5.82,2.5,-0.36,-0.36,-0.38,-0.72,0.72,23.98,17.71,7.63,6.05,1.81,0.88,0.33,1.02,0.29,0.73,122.49
C00911,0,167178,20,10000,234,166,-4.2,-3.92,-4,110.17,89.74,20.43,5.76,0.32,-4.73,-4.49,-4.52,-0.31,0.32,16.65,13.49,6.19,5.75,1.19,1.16,0.73,0.5,0,0.5,115.93
C00925,0,171512,3,6000,230,90,1.74,2.59,1.74,97.74,46.36,51.39,5.7,6.09,1.87,1.87,1.32,-0.91,0.91,15.16,12.89,10.26,8.12,0.83,0.32,0.32,0.71,0,0.71,42.53
C00949,0,264754,10,30000,394,164,5.79,5.89,5.71,96.93,87.86,9.06,5.57,1.74,6.9,6.8,4.44,0.56,0.12,5.48,14.29,6.97,6.19,0.98,0.26,0.12,1.04,0.52,0.53,158.95
C01025,0,126593,0,10000,172,22,2.42,3.63,2.63,101.22,36.83,64.39,5.17,1.32,2.64,2.86,2.07,-1.27,1.32,2.2,13.06,5.16,5.15,0.91,0.3,0,0.06,0,0.06,131.12
C01044,0,7621000,157,57125,10038,5894,9.16,9.17,8.63,95.28,92.41,2.87,5.1,0.16,9.66,9.1,6.69,0.42,0.01,103.18,12.64,6.63,3.59,1.37,0.11,0.05,1.91,0.87,1.04,116.44
C01169,0,3294992,120,53000,3420,702,7.91,8.31,-6.91,97.82,89.31,8.51,4.73,0.34,6.57,-5.74,-5.75,-0.26,0.33,13.25,9.97,2.72,2.36,0.92,0.53,0.26,2.08,1.19,0.89,123.98
C01172,0,10281700,347,480000,14319,11098,4.32,4.45,4.32,99.75,93.08,6.66,4.71,0.15,4.81,4.81,3.35,2.57,0.15,23.12,13.37,8.48,2.8,1.6,1.49,0.32,0.64,0.33,0.32,30.39
C01185,0,1445348,65,88000,2234,245,8.38,9.79,7.83,92.39,82.11,10.28,4.67,1.92,10.36,9.68,9.67,2.43,1.75,2.79,14.84,9.09,6.53,1.73,0.58,0.03,0.8,0.48,0.32,104.5
C01198,0,1443453,55,30000,1426,65,-0.7,0.83,-0.85,103.93,99.19,4.74,4.64,1.26,-0.55,-0.67,-0.69,-0.2,1.21,2.19,9.48,4.11,2.1,1.15,1.72,0.91,1.75,0.85,0.91,38.35
C01225,0,3502853,134,100000,3567,1062,6.97,7.27,5.67,98.39,83.75,14.63,4.56,0.5,5.68,4.62,2.74,-0.07,0.25,10.57,9.78,3.8,1.65,2.56,1.25,0.8,1.34,0.67,0.67,22.98
C01242,0,2847200,246,20000,6703,5897,2.55,2.6,2.69,99.41,89.04,10.37,4.52,0.25,4.8,5.06,3.18,-0.03,0.08,246.39,22.6,8.85,6.93,1.78,0.89,0.22,0.52,0,0.52,319.05
C01265,0,5568470,228,96000,8908,3483,6.07,6.7,6.3,95.02,79.75,15.27,4.45,1.65,7.77,8.06,5.36,-0.25,0.81,34.11,15.36,8.44,3.99,1.67,1.94,0.55,1.17,0.79,0.38,92.53
C01272,0,306694,35,10000,652,-231,-6.03,-3.44,-6.03,109.82,93.9,15.92,4.44,4.87,-10.25,-10.25,-10.25,-4.39,4.39,-23.14,20.42,16.78,15.86,1.06,0.71,0.46,1.06,0,1.06,11.14
C01304,0,628356,30,45000,803,-298,2.97,4.94,-18.72,98.56,91.76,6.8,4.35,2.75,3.04,-19.15,-19.17,-1.93,2.01,-6.64,12.27,4.45,3.24,1.19,4.37,0,3.05,2.14,0.91,65.4
C01340,0,38336,6,15000,43,38,-2.52,-2.45,-2.52,106.5,81.23,25.27,4.26,0.07,-2.3,-2.3,-2.7,-0.05,0.07,2.59,10.96,3.18,0.11,0.66,0.17,0,0.04,0,0.04,209.23
C01358,0,901796,62,50000,1826,1734,0.87,0.87,0.81,102.46,73.17,29.29,4.2,0.33,1.4,1.31,1.29,0.55,0,34.69,19.44,4.55,3.16,4.23,1.07,0,0.62,0,0.62,106.76
C01359,0,389216,38,20000,586,195,-14.89,-14.23,-13.93,115.98,78.11,37.87,4.2,6.17,-17.95,-16.79,-16.83,-0.67,0.79,9.75,14.47,6,3.08,1.12,0,0,0.28,0,0.28,54.52
C01407,0,429572800,10245,85703000,66464,37625,6.69,6.99,6.68,95.73,83.6,12.12,4.1,2.46,5.91,5.9,5.16,3.55,0.26,2.47,10.6,6.82,2.41,1.69,1.31,0.69,1.33,0.11,1.22,11.91
C01450,0,5288696,573,45000,6023,788,1.71,2.21,1.75,101.97,80.71,21.26,3.99,0.46,1.56,1.59,0.78,-0.15,0.46,17.67,10.93,4.45,3.49,2.19,0.5,0,2.85,2.06,0.79,84.09
C01495,0,642308,50,20000,306,67,0.33,1.97,0.18,102.96,88.8,14.17,3.9,0.81,0.13,0.07,0.02,-0.42,0.62,3.37,4.58,1.86,1.34,0.87,0.64,0.09,0.04,0,0.04,25.06
C01500,0,2129376,42,12000,6919,1154,1.43,1.98,1.43,97.3,89.03,8.28,3.89,2.87,3.72,3.72,2.61,-1.2,1.42,96.19,31.19,5.66,3.2,0.33,3.83,0,2.68,2.68,0,490.79
C01523,0,48975148,700,2000000,63532,37625,3.02,3.14,3.09,99.75,90.69,9.06,3.85,0.97,3.13,3.21,2.19,0.1,0.13,18.38,12.45,8.32,4.29,2.01,1.18,0.21,0.74,0,0.74,25.59
C01527,0,85675,6,5000,133,3,-15.47,-14.06,-9.38,121.31,105.35,15.96,3.84,1.75,-19.21,-11.65,-11.71,-1.75,1.75,0.72,14.91,11.73,11.69,1.56,0.07,0,0.79,0,0.79,36.62
C01561,0,636537,23,30000,791,384,0.49,1.04,0.52,102.73,78.66,24.06,3.76,0.55,0.48,0.52,0.49,-0.48,0.55,12.83,11.94,5.72,1.71,1.1,1.16,1.01,0.7,0.18,0.51,105.63
C01574,0,545270,40,25000,1065,790,-0.12,-0.07,8.59,103.66,83.46,20.2,3.74,0.26,-0.19,13.43,5.59,0.07,0.08,31.63,18.76,8.87,7.89,2.49,1.15,0,1.94,1.31,0.63,137.91
C01710,0,361521,13,10000,510,355,6.91,6.91,7.29,95.68,81.78,13.9,3.48,0,7.8,8.24,6.09,0.02,0,35.5,13.56,3.47,3.31,0.95,0.41,0.41,0.52,0.12,0.4,265.91
C01718,0,3789097,124,38700,4722,1759,5.75,5.95,2.79,97.46,86.66,10.79,3.47,0.29,5.73,2.78,1.83,-0.08,0.2,45.47,11.96,5.56,1.99,1.82,0.66,0.66,2.73,1.98,0.75,63.23
C01720,0,3360803,110,80000,4467,2270,12.3,12.47,11.08,89.88,74.88,15,3.47,0.52,13.08,11.79,7.3,0.25,0.19,28.38,12.76,6.91,5.44,1.62,0.78,0.3,1.03,0,1.03,78.22
C01797,0,329359,20,28000,1049,164,3.61,4.82,3.61,90.92,67.7,23.22,3.34,3.22,9.2,9.2,6.06,-3.01,3.1,5.88,30.58,24.13,22.51,1.76,0.13,0,0.79,0,0.79,127.52
C01870,0,11731130,350,75474,15735,7416,9.48,9.81,9.61,92.44,74.92,17.52,3.25,0.63,10.17,10.31,7.51,-0.19,0.35,98.27,12.88,6.31,1.98,3.02,0.87,0.87,1.7,0.9,0.8,57.29
C01913,0,1716157,38,10000,2999,2222,4.25,4.32,4.46,97.05,71.9,25.15,3.2,0.2,5.95,6.24,3.97,0.8,0.09,222.29,16.78,8.55,3.17,4.84,1.66,1.66,2.02,1.42,0.6,47.56
C02037,0,122485,11,10000,65,-62,-11.74,-9.91,6.54,107.29,64.24,43.05,3.04,0.78,-5.03,2.81,2.63,-0.78,0.78,-6.27,5.15,1.26,0.95,1.64,1.87,1.87,2.28,0,2.28,8.17
C02052,0,164171200,1129,35613000,66464,37625,13.05,13.11,11.17,94.74,79.83,14.91,3.03,0.33,7.96,6.82,5.8,1.58,0.04,2.6,7.32,3.84,2.09,1.32,0.83,0.28,0.75,0,0.75,29.99
C02102,0,3961421,289,156000,13639,10979,-2.47,-2.4,-0.05,109.46,93.5,15.96,2.95,0.31,-6.82,-0.14,-0.26,0.39,0.2,70.38,33.05,15.11,14.93,1.77,1.89,0.3,1.11,0.59,0.52,185.22
C02143,0,1548416,35,42000,1161,488,27.92,28.49,28.26,85.76,82.17,3.59,2.9,0.38,16.76,16.96,10.24,-0.31,0.34,11.62,7.2,2.71,2.39,1.02,0.48,0.48,0.59,0.24,0.35,78.94
C02169,0,5109600,184,88000,5422,879,2.8,3.14,2.64,99.81,93.1,6.72,2.87,0.67,2.38,2.24,1.46,0.22,0.28,9.99,10.19,5.94,2.62,2.95,0.83,0.83,1.48,0.56,0.92,4.57
C02191,0,180983,2,13000,91,8,0.06,0.6,0.53,102.57,80.2,22.37,2.85,0.26,0.03,0.21,0.21,-0.21,0.22,0.67,4.86,0.41,0.05,1.53,1.26,1.26,2.27,1.67,0.61,15.76
C02210,0,1079641,46,50000,1456,447,4.63,5.51,4.45,95.38,62.85,32.54,2.83,2.46,4.99,4.8,2.9,-0.31,0.95,8.95,12.95,6.29,5.23,1.3,1.05,1.05,1.51,1.26,0.25,56.5
C02217,0,16087934,438,100000,16801,9576,11.85,11.86,12.55,92.91,88.78,4.12,2.82,0.01,9.9,10.48,6.71,1.1,0.01,95.7,10.03,3.3,1.84,1.32,0.36,0.16,1.98,0,1.98,104.85
C02221,0,86667,4,3000,68,-18,6.64,8.15,6.64,97.67,73.53,24.14,2.81,0.95,4.18,4.18,4.05,-0.95,0.95,-6.12,7.56,4.82,4.73,0.37,1.18,0,0.82,0,0.82,35.4
C02267,0,1134508,96,60000,2967,549,5.37,6.42,5.46,89.17,82.35,6.82,2.75,2.35,11.23,11.42,8.6,-0.39,2.2,9.16,25.11,15.11,5.57,1.25,0.96,0.41,0.29,0,0.29,157.82
C02312,0,387405,22,10000,656,122,3.49,4.49,2.09,96.21,80.04,16.16,2.72,1.79,4.72,2.83,1.89,-1.12,1.36,12.28,16.26,8.53,7.08,2.2,0.88,0,3.23,1.84,1.39,103.5
C02333,0,32591492,640,302400,27756,9840,3.01,3.5,2.13,99.96,91.87,8.09,2.7,0.69,2.05,1.45,1.21,0.99,0.33,32.54,8.18,4.7,1.23,1.88,0.14,0.03,1.98,1.2,0.78,8.69
C02338,0,4039266,228,143532,8711,823,1.46,3.8,1.45,95.91,85.99,9.93,2.69,4.26,2.52,2.51,2.22,-3.8,4.04,5.74,20.7,11.62,9.45,2.06,2.85,0.15,1.76,0.98,0.79,27.7
C02443,0,4966670,260,105000,11181,9106,4.5,4.5,4.5,94.44,79.01,15.43,2.6,0.05,8.11,8.1,5.53,0.43,0.01,85.59,21.61,6.73,3.64,3.07,1.33,0.57,1.56,0.83,0.73,303.99
C02463,0,355055,26,10000,373,-204,-12.74,-8.82,-12.6,109.99,93.84,16.15,2.58,3.3,-10.71,-10.59,-10.61,-3.16,3.3,-20.44,10.09,4.94,4.18,0.99,2.25,0.15,1.69,1.35,0.33,22.92
C02517,0,1201520,100,60000,1761,1297,-2.67,-2.65,-2.68,105.61,93.17,12.45,2.53,0.05,-3.13,-3.14,-2.17,-0.01,0.03,21.63,14.07,6.67,5.59,1.29,1.21,0.67,0.71,0,0.71,102.55
C02547,0,4718747,200,50000,4556,2563,6.01,6.02,3.91,97.87,91.34,6.52,2.51,0,4.65,3.02,1.5,0,0,51.27,9.27,3.38,2.82,1.45,1.03,0.23,2.73,2.26,0.47,41.85
C02575,0,1223613,105,50000,562,280,7.51,7.87,7.85,99.58,82.44,17.14,2.48,0.13,2.76,2.89,1.43,-0.13,0.13,5.6,4.42,1.39,0.83,1.37,0.07,0,0.67,0,0.67,46.77
C02580,0,1921187,63,45000,1555,361,3.29,4.07,3.4,99.53,82.68,16.85,2.48,0.82,2.13,2.2,1.37,-0.5,0.51,8.03,7.77,2.76,1.05,1.87,0.93,0.31,1.87,1,0.87,40.92
C02626,0,683863,16,10000,595,244,1.53,2.01,1.53,101.03,81.11,19.92,2.45,0.34,1.07,1.07,0.85,-0.26,0.33,24.41,8.36,2.25,1.79,1.02,0.71,0.71,2.76,2.04,0.72,76.41
C02635,0,2595333,58,59000,2241,958,4.29,4.8,4.13,99.05,87.71,11.34,2.44,0.43,2.96,2.86,2.85,-0.22,0.35,16.25,8.29,1.47,0.69,2.57,0.21,0,2.46,0.19,2.27,64.5
C02753,0,266912,11,30000,277,40,8.64,9.92,8.64,93.25,57.81,35.44,2.34,1.89,7.19,7.19,7.1,-1.06,1.06,1.35,9.99,1.34,0.61,2.69,3.42,0,0.24,0,0.24,74.08
C02763,0,134521,16,3000,38,-22,-13.14,-10.31,-12.55,104.7,98.26,6.43,2.34,0.65,-3.01,-2.88,-2.94,-0.65,0.65,-7.42,2.75,1.28,1.08,0.31,0.12,0.01,0.18,0,0.18,22.69
C02767,0,14381644,347,903842,18496,5233,3.09,3.36,2.76,98.8,92.47,6.33,2.33,0.35,3.18,2.84,1.78,0.48,0.28,5.15,12.35,8.12,5.18,2.22,0.78,0.07,1.65,0.21,1.44,20.58
C02781,0,4691636,213,878750,9927,7489,4.32,4.34,3.56,94.94,62.52,32.42,2.32,0.07,7.3,6.02,4.15,0.56,0.04,8.5,20.31,10.11,7.26,2.2,3.14,1.66,1.31,0.11,1.2,104.32
C02854,0,37565,1,3600,13,-21,1.99,3.92,19.49,99.66,62.02,37.63,2.26,2.01,0.59,5.76,5.62,-0.57,0.57,-6.01,3.55,1.91,0.74,0.49,0.73,0.61,1.28,0,1.28,8.71
C02877,0,604947,43,12000,954,204,1.49,2.8,1.53,98.71,84.8,13.9,2.24,1.64,1.89,1.93,1.89,-1.54,1.64,17.57,15.14,8.32,5.85,1.32,1.29,0.47,0.85,0.26,0.59,108.27
C02879,0,362160,16,5000,380,219,8.01,8.17,8.12,94.08,68.58,25.49,2.24,1.42,6.73,6.82,4.18,-0.12,0.13,43.92,10.09,6.38,5.54,0.66,0.25,0,1.54,1.19,0.35,82.11
C02992,0,461058,11,10000,991,91,0.42,1.31,0.42,99.89,50.81,49.08,2.15,1.54,0.72,0.72,0.53,-1.53,1.54,9.16,20.64,9.32,8.46,1.59,2.38,0,3.31,2.75,0.56,168.99
C02993,0,268928,30,9000,108,7,-1.52,-1.15,-1.52,102.14,68.66,33.48,2.15,0.5,-0.49,-0.49,-0.51,-0.11,0.12,0.81,3.86,0.49,0.42,2.98,0.04,0,0.2,0,0.2,2.05
C03025,0,1177942,152,50000,2787,308,1.84,,1.94,97.27,83.01,14.26,2.13,1.37,3.49,3.67,3.59,,0,6.18,22.72,16.14,15.61,2.79,1.79,0,0.7,0.42,0.28,41.42
C03029,0,2575328,125,30000,3024,2478,21.82,21.82,21.67,81.63,79.91,1.72,2.13,0,20.5,20.36,19.96,0.13,0,82.62,11.27,1.73,1.62,0.87,0.73,0.12,0.51,0,0.51,204.11
C03031,0,1207480,101,20000,1606,196,2.19,3.58,0.18,98.32,21.47,76.84,2.13,1.48,2.33,0.19,0.14,-1.39,1.48,9.84,12.77,9.03,7.05,1.35,0.2,0,0.42,0.1,0.32,34.52
C03072,0,148741,12,15000,95,-160,-18.35,-14.54,18.24,109.22,101.52,7.7,2.09,2.29,-9.43,9.38,9.21,-1.95,1.95,-10.69,6.17,3.25,3.07,1.3,0.97,0.36,0.72,0.44,0.28,5.53
C03080,0,797136,85,48000,1416,851,3.41,3.58,6.02,96.95,75.81,21.14,2.09,0.29,4.85,8.56,5.52,-0.08,0.25,17.73,17.05,11.97,4.77,2.62,0.6,0,0.65,0,0.65,42.53
C03105,0,29537012,640,324000,24093,13974,13.62,,14.45,93.13,88.3,4.83,2.08,0.06,8.89,9.43,5.57,,0,43.13,7.83,2.71,2.3,1.49,0.44,0.03,1.82,0.75,1.07,49.76
C03116,0,2649268,94,20000,1833,1288,5.84,5.89,5.89,97.59,92.03,5.56,2.07,1.24,3.24,3.26,2.08,0.12,0.03,64.43,6.65,2.54,2.03,2.13,0.33,0.1,1.21,0.43,0.78,46.34
C03129,0,1269308,40,40000,1001,530,9.08,9.75,4.89,95.91,89.11,6.8,2.06,0.42,5.73,3.08,1.92,-0.42,0.42,13.27,7.57,3.22,3.08,1.18,0.54,0.54,0.48,0,0.48,78.12
C03150,0,88448,10,20000,326,53,0.31,0.67,0.31,100.06,34.39,65.68,2.04,1.08,0.9,0.9,0.37,-1.07,1.08,2.66,35.49,12.88,8.95,1.02,0.17,0,1.88,0,1.88,18.74
C03205,0,641638,92,64000,718,98,2.91,5.09,2.81,97.27,84.64,12.63,2.01,2.13,2.61,2.51,2.47,-1.87,1.96,1.54,10.75,6.65,5.95,1.08,0.53,0.24,2.24,1.49,0.74,53.28
C03232,0,497516,30,99000,617,174,6.92,8.5,2.2,92.23,69.27,22.96,2,2.9,6.87,2.19,1.29,-1.53,1.57,1.76,11.92,7.61,7.41,2.87,0.31,0,0.5,0,0.5,11.35
C03239,0,8378764,354,90000,10652,7986,7.58,7.58,7.85,94.28,87.25,7.03,1.99,0,7.71,7.98,4.77,0.18,0,88.74,12.21,4.11,2.3,1.41,0.53,0.23,0.94,0,0.94,182.03
C03279,0,15456769,506,100000,16330,7706,6.08,6.26,9.78,96.57,91.24,5.33,1.96,0.25,5.14,8.27,5.26,0.27,0.15,77.07,10.14,4.76,4.43,2.21,0.76,0.15,3.12,2.35,0.78,52.72
C03284,0,361488,12,10000,264,-29,-9.23,-7.08,-9.16,106.1,94.69,11.41,1.96,1.26,-5.4,-5.36,-5.38,-1.26,1.26,-2.98,7.02,0.59,0.44,1.15,1.27,0.3,1.26,0.06,1.19,38.07
C03315,0,265083,25,10000,112,62,7.85,7.85,7.64,99.26,86.06,13.21,1.95,0.01,2.67,2.6,2.33,0.03,0,6.28,4.08,0.2,0.2,2.49,0.26,0,0.65,0,0.65,33.17
C03321,0,348365,19,20000,305,-35,2.94,5.65,1.83,97.98,62.94,35.04,1.95,1.9,2.07,1.28,1.24,-1.89,1.9,-1.76,8.43,3.92,3.8,1.55,1.88,0.86,1.96,1.04,0.92,14.11
C03335,0,2483320,60,50000,2368,510,9.69,10.56,5.43,93.43,83.35,10.08,1.94,1.12,7.39,4.15,2.46,-0.66,0.66,10.22,9.16,6.51,6.3,1.26,0.73,0.06,1.07,0.43,0.64,14.27
C03379,0,677590,35,10000,1103,528,0.14,0.58,0.26,101.13,55.47,45.66,1.91,0.59,0.19,0.34,0.27,-0.55,0.56,52.87,15.63,8.25,7.94,1.08,1.2,1.2,2.13,1.47,0.66,122.2
C03397,0,105501,6,3000,78,9,1.23,2.19,1.23,100.5,60.86,39.64,1.89,0.66,0.73,0.73,0.49,-0.53,0.57,3.32,7.12,1.28,0.48,0.6,0.9,0.61,0.42,0,0.42,72.38
C03411,0,76616,20,1000,27,5,-13.66,-11.97,-10.08,105.37,86.74,18.63,1.89,0.49,-3.97,-2.93,-2.93,-0.3,0.49,5.03,3.49,0.54,0.48,0.54,0.72,0.72,0,0,0,24.76
C03415,0,133416,6,6000,139,20,1.13,2.31,1.29,99.95,36.53,63.42,1.88,0.99,0.94,1.08,1.04,-0.99,0.99,3.38,10.01,6.14,3.97,1.18,0.22,0.22,0.44,0,0.44,48
C03436,0,63054860,2244,350000,66464,17682,6.79,7.02,6.71,94.19,88.51,5.68,1.87,0.4,7.27,7.19,3.9,-0.15,0.25,47.66,12.86,6.89,2.62,2.09,0.82,0.24,2.49,0.25,2.24,52.62
C03481,0,47685848,899,3000000,55139,16412,9.61,9.64,9.29,92.78,79.52,13.26,1.85,0.18,8.89,8.59,5.59,1.17,0.02,5.63,11.1,2.57,1.86,2.83,3.75,1.72,3.23,0.25,2.98,5.01
C03501,0,179403,23,21000,327,301,3.53,3.53,-17.01,96.67,80.8,15.86,1.83,0,5.16,-24.86,-20.1,0.01,0,14.37,17.54,3.44,3.11,2.71,2.81,1.73,0.2,0,0.2,230.46
C03531,0,3494862,25,5000,2821,205,2.71,4.04,-5.82,99.14,94.63,4.51,1.82,0.93,1.75,-3.76,-3.76,-0.51,0.86,41.16,7.75,2.36,1.13,0.29,3.33,0.19,0.39,0.39,0,22.9
C03533,0,281889,12,43000,318,-195,0.31,3.34,0.31,98.32,89.41,8.91,1.82,3.22,0.28,0.28,0.28,-2.68,2.73,-4.54,10.83,6.51,1.34,1.52,0.61,0.21,2.45,0.93,1.52,45.28
C03568,0,435078,22,10000,1941,200,3.63,5.84,3.63,80.43,70.03,10.4,1.8,8.4,12.97,12.97,12.94,-6.9,7.88,20.01,42.83,35.8,35.58,0,4.05,2.98,6.37,0.7,4.83,20.46
C03636,0,4976349,154,20000,6794,514,4.08,4.55,2.98,96.79,87.64,9.15,1.76,0.52,4.46,3.25,1.77,-0.51,0.51,25.71,13.11,4.02,2.97,4.48,1.25,0.83,1.8,0.98,0.83,62.44
C03692,0,397240,30,20000,285,66,9.07,9.29,9.07,96.39,84.14,12.24,1.74,0.14,5.22,5.22,5,-0.12,0.12,3.35,6.9,1.24,0.99,2.67,0.38,0,0.93,0.93,0,21.71
C03718,0,765305,16,12000,476,331,2.81,3.07,3.25,99.72,90.39,9.34,1.72,0.6,1.4,1.62,1.4,-0.12,0.13,27.66,5.98,3.13,2.1,0.92,0.18,0,0.94,0,0.94,42.55
C03721,0,12766163,425,27000,10284,6103,0.92,1.01,0.54,101.06,93.63,7.43,1.72,0.06,0.59,0.35,0.21,0,0.06,226.04,7.73,3.55,2.82,1.38,0.4,0.08,1.56,0.51,1.05,44.6
C03752,0,375978,18,65000,890,706,2.8,3.1,2.8,94.37,66.73,27.64,1.71,2.04,5.29,5.29,5.22,-0.54,0.58,10.87,22.73,13.5,8.21,1.83,2.11,0.45,2.15,0.98,1.17,102.21
C03780,0,999272,33,80000,1589,-226,-1.56,0.73,-2.61,99.81,85.56,14.26,1.7,3.87,-1.99,-3.32,-3.36,-2.91,2.92,-2.84,15.27,9.56,9.4,1.69,2.76,1.52,0.68,0.44,0.24,15.14
C03795,0,31356,12,90000,23,15,-52.13,-50.53,-55.12,174.2,62.32,109.72,1.69,0.48,-72.08,-75.73,-76.04,0,0,0.17,7.12,0.99,0.05,0.98,2.95,2.95,0.41,0,0.41,50.96
C03863,0,350805,20,5000,376,-148,-4.55,-2.16,-4.51,103.24,91.86,11.38,1.66,2.33,-3.91,-3.88,-3.9,-2.03,2.05,-28.45,10.32,6.15,5.09,1.01,0.99,0,1.14,0.03,1.11,57.26
C03969,0,310716,31,12000,553,142,1.82,3.37,0.19,96.58,69.23,27.35,1.61,2.44,2.59,0.27,0.13,-2.07,2.21,11.9,17.11,10.22,5.14,1.59,0.67,0,0.28,0,0.28,124.8
C03992,0,171230,9,10000,179,-69,1.04,2.13,1.04,99.74,85,14.74,1.6,0.98,0.87,0.87,0.77,-0.88,0.91,-6.92,10.06,2.13,1.52,0.98,5.45,0.01,1.5,0.75,0.75,40.23
C04092,0,653051,19,10000,701,-229,0.92,2.73,0.93,99.21,94.31,4.9,1.56,1.55,0.79,0.8,0.79,-1.52,1.55,-22.93,10.31,3.1,2.82,0.04,4.91,0,4.34,2.98,1.36,63.98
C04111,0,629219,46,12000,516,-42,-3.89,-1.25,1.59,102.32,89.66,12.66,1.55,1.79,-2.56,1.05,1.02,-1.58,1.74,-3.56,7.88,3.11,2.93,0.91,2,1.72,0.92,0,0.92,11.7
C04141,0,554472,42,20000,480,41,-0.1,1.71,-0.1,99.7,81.35,18.35,1.54,1.91,-0.07,-0.07,-0.12,-1.22,1.25,2.05,8.31,3.94,3.27,1.3,1.99,0.38,2.02,1.64,0.38,22.32
C04154,0,3336671,122,30000,3584,373,0.63,1.83,0.6,99.88,90.69,9.19,1.53,1.1,0.54,0.52,0.52,-0.41,1.03,12.46,10.31,4.11,2.9,1.73,0.85,0.25,2.08,1.38,0.7,86.3
C04155,0,585720,11,16000,654,383,1.65,2.26,1.23,99.26,85.14,14.11,1.53,0.8,1.47,1.1,0.78,-0.55,0.55,23.97,10.73,5.8,4.45,2.55,1.09,1.09,0.76,0.12,0.64,33.15
C04183,0,455452,19,10000,768,631,5.1,5.15,4.97,94.56,79.24,15.32,1.52,0.07,6.89,6.7,4.34,-0.05,0.07,63.13,16.2,5.57,4.77,3.79,0.38,0,2.17,1.54,0.63,188.17
C04211,0,1330552,58,90000,2490,403,1.35,3.18,1.35,96.73,89.18,7.54,1.5,2.76,2.02,2.02,1.22,-2.64,2.75,4.48,17.97,4.34,3.11,5.45,4.81,0,4.59,3.23,1.35,78.71
C04259,0,1098645,40,30000,1328,112,6.75,7.76,0.74,93.67,62.83,30.84,1.48,1.27,6.54,0.71,0.2,-0.52,0.98,3.74,11.61,6.84,2.28,1.36,0.16,0,2.6,1.68,0.92,73.97
C04266,0,138255,15,15000,160,113,5.1,5.74,5.04,96.14,81.36,14.79,1.48,0.61,4.73,4.67,3.76,-0.56,0.6,7.54,11.13,1.19,0.97,1.23,0.56,0.17,0.93,0,0.93,204.88
